,undergra,from,zipcode,iid,pid,gender,dec_o,match,field_cd,age,age_o,race,race_o,imprace,imprelig,goal,career_c,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha
0,,Chicago,"60,521",1,11.0,0,0,0,-1.7724403341618786,-1.5024627629046403,0.178188515997527,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.08674286635703586,,0.43543304998042476,-0.14083281134415035,-0.13531087531152816,0.37276805975847793,-1.1487722223871284,-1.0718777962605832
1,,Chicago,"60,521",1,12.0,0,0,0,-1.7724403341618786,-1.5024627629046403,-1.2248679946263172,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.08674286635703586,,1.9692937372338242,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.8044647809190237
2,,Chicago,"60,521",1,13.0,0,1,1,-1.7724403341618786,-1.5024627629046403,-1.2248679946263172,1.0096755000321784,1.0102858212538595,-0.6271878559914659,0.12418031794047753,-0.08674286635703586,,-0.5462377898617512,-0.30586429835680823,-0.2559347529877318,0.08369905214649982,-0.053893083306720414,-0.046256017738766114
3,,Chicago,"60,521",1,14.0,0,1,1,-1.7724403341618786,-1.5024627629046403,-0.9442566925015483,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.08674286635703586,,0.12866091252974454,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
4,,Chicago,"60,521",1,15.0,0,1,1,-1.7724403341618786,-1.5024627629046403,-0.6636453903767795,1.0096755000321784,0.19773267913558504,-0.6271878559914659,0.12418031794047753,-0.08674286635703586,,0.12866091252974454,-0.9659902464074399,-0.13531087531152816,-1.0725769783014114,-0.36671569447255137,1.1258831577147386
5,,Chicago,"60,521",1,16.0,0,1,0,-1.7724403341618786,-1.5024627629046403,-0.3830340882520107,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.08674286635703586,,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.33929081160214253
6,,Chicago,"60,521",1,17.0,0,0,0,-1.7724403341618786,-1.5024627629046403,1.0200224223718335,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.08674286635703586,,0.43543304998042476,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.33929081160214253
7,,Chicago,"60,521",1,18.0,0,0,0,-1.7724403341618786,-1.5024627629046403,0.178188515997527,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.08674286635703586,,0.33297115607189737,-0.8743977711154148,-1.2076571478529776,-0.9121436790767639,-0.27990741987403334,1.451151778903086
8,,Chicago,"60,521",1,19.0,0,1,1,-1.7724403341618786,-1.5024627629046403,0.4587998181222958,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.08674286635703586,,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.39329617305629816
9,,Chicago,"60,521",1,20.0,0,0,0,-1.7724403341618786,-1.5024627629046403,-0.6636453903767795,1.0096755000321784,-0.6148204629826894,-0.6271878559914659,0.12418031794047753,-0.08674286635703586,,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.8044647809190237
10,,Alabama,"35,223",2,11.0,0,0,0,-1.7724403341618786,-0.6613638804270019,0.178188515997527,-0.6151458242890065,-0.6148204629826894,-0.6271878559914659,0.4806564364420422,-0.7973835849128498,,0.43543304998042476,-0.14083281134415035,-0.13531087531152816,0.37276805975847793,-1.1487722223871284,-1.0718777962605832
11,,Alabama,"35,223",2,12.0,0,0,0,-1.7724403341618786,-0.6613638804270019,-1.2248679946263172,-0.6151458242890065,-0.6148204629826894,-0.6271878559914659,0.4806564364420422,-0.7973835849128498,,1.9692937372338242,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.8044647809190237
12,,Alabama,"35,223",2,13.0,0,1,0,-1.7724403341618786,-0.6613638804270019,-1.2248679946263172,-0.6151458242890065,1.0102858212538595,-0.6271878559914659,0.4806564364420422,-0.7973835849128498,,-0.5462377898617512,-0.30586429835680823,-0.2559347529877318,0.08369905214649982,-0.053893083306720414,-0.046256017738766114
13,,Alabama,"35,223",2,14.0,0,1,1,-1.7724403341618786,-0.6613638804270019,-0.9442566925015483,-0.6151458242890065,-0.6148204629826894,-0.6271878559914659,0.4806564364420422,-0.7973835849128498,,0.12866091252974454,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
14,,Alabama,"35,223",2,15.0,0,1,0,-1.7724403341618786,-0.6613638804270019,-0.6636453903767795,-0.6151458242890065,0.19773267913558504,-0.6271878559914659,0.4806564364420422,-0.7973835849128498,,0.12866091252974454,-0.9659902464074399,-0.13531087531152816,-1.0725769783014114,-0.36671569447255137,1.1258831577147386
15,,Alabama,"35,223",2,16.0,0,1,0,-1.7724403341618786,-0.6613638804270019,-0.3830340882520107,-0.6151458242890065,-0.6148204629826894,-0.6271878559914659,0.4806564364420422,-0.7973835849128498,,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.33929081160214253
16,,Alabama,"35,223",2,17.0,0,0,0,-1.7724403341618786,-0.6613638804270019,1.0200224223718335,-0.6151458242890065,-0.6148204629826894,-0.6271878559914659,0.4806564364420422,-0.7973835849128498,,0.43543304998042476,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.33929081160214253
17,,Alabama,"35,223",2,18.0,0,1,0,-1.7724403341618786,-0.6613638804270019,0.178188515997527,-0.6151458242890065,-0.6148204629826894,-0.6271878559914659,0.4806564364420422,-0.7973835849128498,,0.33297115607189737,-0.8743977711154148,-1.2076571478529776,-0.9121436790767639,-0.27990741987403334,1.451151778903086
18,,Alabama,"35,223",2,19.0,0,1,1,-1.7724403341618786,-0.6613638804270019,0.4587998181222958,-0.6151458242890065,-0.6148204629826894,-0.6271878559914659,0.4806564364420422,-0.7973835849128498,,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.39329617305629816
19,,Alabama,"35,223",2,20.0,0,0,0,-1.7724403341618786,-0.6613638804270019,-0.6636453903767795,-0.6151458242890065,-0.6148204629826894,-0.6271878559914659,0.4806564364420422,-0.7973835849128498,,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.8044647809190237
20,,Connecticut,"6,268",3,11.0,0,0,0,-1.5064075325225867,-0.38099758626778907,0.178188515997527,-0.6151458242890065,-0.6148204629826894,1.481250714170501,0.12418031794047753,2.7558200078662196,,0.43543304998042476,-0.14083281134415035,-0.13531087531152816,0.37276805975847793,-1.1487722223871284,-1.0718777962605832
21,,Connecticut,"6,268",3,12.0,0,0,0,-1.5064075325225867,-0.38099758626778907,-1.2248679946263172,-0.6151458242890065,-0.6148204629826894,1.481250714170501,0.12418031794047753,2.7558200078662196,,1.9692937372338242,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.8044647809190237
22,,Connecticut,"6,268",3,13.0,0,1,0,-1.5064075325225867,-0.38099758626778907,-1.2248679946263172,-0.6151458242890065,1.0102858212538595,1.481250714170501,0.12418031794047753,2.7558200078662196,,-0.5462377898617512,-0.30586429835680823,-0.2559347529877318,0.08369905214649982,-0.053893083306720414,-0.046256017738766114
23,,Connecticut,"6,268",3,14.0,0,1,0,-1.5064075325225867,-0.38099758626778907,-0.9442566925015483,-0.6151458242890065,-0.6148204629826894,1.481250714170501,0.12418031794047753,2.7558200078662196,,0.12866091252974454,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
24,,Connecticut,"6,268",3,15.0,0,1,0,-1.5064075325225867,-0.38099758626778907,-0.6636453903767795,-0.6151458242890065,0.19773267913558504,1.481250714170501,0.12418031794047753,2.7558200078662196,,0.12866091252974454,-0.9659902464074399,-0.13531087531152816,-1.0725769783014114,-0.36671569447255137,1.1258831577147386
25,,Connecticut,"6,268",3,16.0,0,1,0,-1.5064075325225867,-0.38099758626778907,-0.3830340882520107,-0.6151458242890065,-0.6148204629826894,1.481250714170501,0.12418031794047753,2.7558200078662196,,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.33929081160214253
26,,Connecticut,"6,268",3,17.0,0,0,0,-1.5064075325225867,-0.38099758626778907,1.0200224223718335,-0.6151458242890065,-0.6148204629826894,1.481250714170501,0.12418031794047753,2.7558200078662196,,0.43543304998042476,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.33929081160214253
27,,Connecticut,"6,268",3,18.0,0,0,0,-1.5064075325225867,-0.38099758626778907,0.178188515997527,-0.6151458242890065,-0.6148204629826894,1.481250714170501,0.12418031794047753,2.7558200078662196,,0.33297115607189737,-0.8743977711154148,-1.2076571478529776,-0.9121436790767639,-0.27990741987403334,1.451151778903086
28,,Connecticut,"6,268",3,19.0,0,1,0,-1.5064075325225867,-0.38099758626778907,0.4587998181222958,-0.6151458242890065,-0.6148204629826894,1.481250714170501,0.12418031794047753,2.7558200078662196,,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.39329617305629816
29,,Connecticut,"6,268",3,20.0,0,0,0,-1.5064075325225867,-0.38099758626778907,-0.6636453903767795,-0.6151458242890065,-0.6148204629826894,1.481250714170501,0.12418031794047753,2.7558200078662196,,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.8044647809190237
30,,Texas,"77,096",4,11.0,0,0,0,-1.7724403341618786,-0.9417301745862148,0.178188515997527,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,0.43543304998042476,-0.14083281134415035,-0.13531087531152816,0.37276805975847793,-1.1487722223871284,-1.0718777962605832
31,,Texas,"77,096",4,12.0,0,0,0,-1.7724403341618786,-0.9417301745862148,-1.2248679946263172,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,1.9692937372338242,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.8044647809190237
32,,Texas,"77,096",4,13.0,0,1,0,-1.7724403341618786,-0.9417301745862148,-1.2248679946263172,-0.6151458242890065,1.0102858212538595,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,-0.5462377898617512,-0.30586429835680823,-0.2559347529877318,0.08369905214649982,-0.053893083306720414,-0.046256017738766114
33,,Texas,"77,096",4,14.0,0,1,1,-1.7724403341618786,-0.9417301745862148,-0.9442566925015483,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,0.12866091252974454,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
34,,Texas,"77,096",4,15.0,0,1,0,-1.7724403341618786,-0.9417301745862148,-0.6636453903767795,-0.6151458242890065,0.19773267913558504,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,0.12866091252974454,-0.9659902464074399,-0.13531087531152816,-1.0725769783014114,-0.36671569447255137,1.1258831577147386
35,,Texas,"77,096",4,16.0,0,1,0,-1.7724403341618786,-0.9417301745862148,-0.3830340882520107,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.33929081160214253
36,,Texas,"77,096",4,17.0,0,1,0,-1.7724403341618786,-0.9417301745862148,1.0200224223718335,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,0.43543304998042476,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.33929081160214253
37,,Texas,"77,096",4,18.0,0,0,0,-1.7724403341618786,-0.9417301745862148,0.178188515997527,-0.6151458242890065,-0.6148204629826894,-0.9785942843517937,-0.9452480375642165,-0.7973835849128498,-1.2925714647500577,0.33297115607189737,-0.8743977711154148,-1.2076571478529776,-0.9121436790767639,-0.27990741987403334,1.451151778903086
