,pid,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha
0,11.0,0.4354330499804247,-0.1408328113441503,-0.1353108753115281,0.3727680597584779,-1.1487722223871284,-1.0718777962605832
1,12.0,1.969293737233824,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.804464780919024
2,13.0,-0.5462377898617512,-0.3058642983568082,-0.2559347529877318,0.0836990521464998,-0.0538930833067204,-0.0462560177387661
3,14.0,0.1286609125297445,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
4,15.0,0.1286609125297445,-0.96599024640744,-0.1353108753115281,-1.0725769783014114,-0.3667156944725513,1.1258831577147386
5,16.0,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.3392908116021425
6,17.0,0.4354330499804247,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.3392908116021425
7,18.0,0.3329711560718973,-0.8743977711154148,-1.2076571478529776,-0.912143679076764,-0.2799074198740333,1.451151778903086
8,19.0,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.3932961730562981
9,20.0,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.804464780919024
10,11.0,0.4354330499804247,-0.1408328113441503,-0.1353108753115281,0.3727680597584779,-1.1487722223871284,-1.0718777962605832
11,12.0,1.969293737233824,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.804464780919024
12,13.0,-0.5462377898617512,-0.3058642983568082,-0.2559347529877318,0.0836990521464998,-0.0538930833067204,-0.0462560177387661
13,14.0,0.1286609125297445,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
14,15.0,0.1286609125297445,-0.96599024640744,-0.1353108753115281,-1.0725769783014114,-0.3667156944725513,1.1258831577147386
15,16.0,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.3392908116021425
16,17.0,0.4354330499804247,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.3392908116021425
17,18.0,0.3329711560718973,-0.8743977711154148,-1.2076571478529776,-0.912143679076764,-0.2799074198740333,1.451151778903086
18,19.0,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.3932961730562981
19,20.0,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.804464780919024
20,11.0,0.4354330499804247,-0.1408328113441503,-0.1353108753115281,0.3727680597584779,-1.1487722223871284,-1.0718777962605832
21,12.0,1.969293737233824,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.804464780919024
22,13.0,-0.5462377898617512,-0.3058642983568082,-0.2559347529877318,0.0836990521464998,-0.0538930833067204,-0.0462560177387661
23,14.0,0.1286609125297445,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
24,15.0,0.1286609125297445,-0.96599024640744,-0.1353108753115281,-1.0725769783014114,-0.3667156944725513,1.1258831577147386
25,16.0,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.3392908116021425
26,17.0,0.4354330499804247,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.3392908116021425
27,18.0,0.3329711560718973,-0.8743977711154148,-1.2076571478529776,-0.912143679076764,-0.2799074198740333,1.451151778903086
28,19.0,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.3932961730562981
29,20.0,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.804464780919024
30,11.0,0.4354330499804247,-0.1408328113441503,-0.1353108753115281,0.3727680597584779,-1.1487722223871284,-1.0718777962605832
31,12.0,1.969293737233824,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.804464780919024
32,13.0,-0.5462377898617512,-0.3058642983568082,-0.2559347529877318,0.0836990521464998,-0.0538930833067204,-0.0462560177387661
33,14.0,0.1286609125297445,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
34,15.0,0.1286609125297445,-0.96599024640744,-0.1353108753115281,-1.0725769783014114,-0.3667156944725513,1.1258831577147386
35,16.0,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.3392908116021425
36,17.0,0.4354330499804247,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.3392908116021425
37,18.0,0.3329711560718973,-0.8743977711154148,-1.2076571478529776,-0.912143679076764,-0.2799074198740333,1.451151778903086
38,19.0,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.3932961730562981
39,20.0,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.804464780919024
40,11.0,0.4354330499804247,-0.1408328113441503,-0.1353108753115281,0.3727680597584779,-1.1487722223871284,-1.0718777962605832
41,12.0,1.969293737233824,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.804464780919024
42,13.0,-0.5462377898617512,-0.3058642983568082,-0.2559347529877318,0.0836990521464998,-0.0538930833067204,-0.0462560177387661
43,14.0,0.1286609125297445,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
44,15.0,0.1286609125297445,-0.96599024640744,-0.1353108753115281,-1.0725769783014114,-0.3667156944725513,1.1258831577147386
45,16.0,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.3392908116021425
46,17.0,0.4354330499804247,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.3392908116021425
47,18.0,0.3329711560718973,-0.8743977711154148,-1.2076571478529776,-0.912143679076764,-0.2799074198740333,1.451151778903086
48,19.0,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.3932961730562981
49,20.0,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.804464780919024
50,11.0,0.4354330499804247,-0.1408328113441503,-0.1353108753115281,0.3727680597584779,-1.1487722223871284,-1.0718777962605832
51,12.0,1.969293737233824,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.804464780919024
52,13.0,-0.5462377898617512,-0.3058642983568082,-0.2559347529877318,0.0836990521464998,-0.0538930833067204,-0.0462560177387661
53,14.0,0.1286609125297445,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
54,15.0,0.1286609125297445,-0.96599024640744,-0.1353108753115281,-1.0725769783014114,-0.3667156944725513,1.1258831577147386
55,16.0,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.3392908116021425
56,17.0,0.4354330499804247,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.3392908116021425
57,18.0,0.3329711560718973,-0.8743977711154148,-1.2076571478529776,-0.912143679076764,-0.2799074198740333,1.451151778903086
58,19.0,1.3557494623324644,-1.7911476814707294,0.4678085130694893,-1.0725769783014114,-1.1487722223871284,0.3932961730562981
59,20.0,4.423470836839264,-1.7911476814707294,-2.5477884288355988,-2.5179220163613008,-1.1487722223871284,-1.804464780919024
60,11.0,0.4354330499804247,-0.1408328113441503,-0.1353108753115281,0.3727680597584779,-1.1487722223871284,-1.0718777962605832
61,12.0,1.969293737233824,-1.7911476814707294,-2.5477884288355988,3.2634581358782566,-1.1487722223871284,-1.804464780919024
62,13.0,-0.5462377898617512,-0.3058642983568082,-0.2559347529877318,0.0836990521464998,-0.0538930833067204,-0.0462560177387661
63,14.0,0.1286609125297445,-1.3785689639390848,-0.7384302636925459,3.2634581358782566,-0.75774395842984,-1.0718777962605832
64,15.0,0.1286609125297445,-0.96599024640744,-0.1353108753115281,-1.0725769783014114,-0.3667156944725513,1.1258831577147386
65,16.0,1.3557494623324644,-1.7911476814707294,1.0709279014505069,-1.0725769783014114,-1.1487722223871284,-0.3392908116021425
66,17.0,0.4354330499804247,-0.553411528875795,0.4678085130694893,-1.0725769783014114,-0.75774395842984,-0.3392908116021425
